id_hex,id_estab,total_2018,input_2018,razao_social,total_2019,input_2019
89a8a061ea3ffff,12136108001752,,,,8,new_estab_2019
89a8a061ea3ffff,12792006000128,,,,2,cep_changed_2019
89a8a061ea3ffff,13257648004691,,,,6,new_estab_2019
89a8a061ea3ffff,13519875001622,,,,3,new_estab_2019
89a8a061ea3ffff,13594751004384,,,,12,new_estab_2019
89a8a061ea3ffff,13667108000184,,,,4,new_estab_2019
89a8a061ea3ffff,13783221017605,,,,24,new_estab_2019
89a8a061ea3ffff,14731420000586,,,,7,new_estab_2019
89a8a061ea3ffff,15842189000137,,,,25,new_estab_2019
89a8a061ea3ffff,16685347000155,,,,1,cep_changed_2019
89a8a061ea3ffff,16703143000361,,,,4,new_estab_2019
89a8a061ea3ffff,16933618000144,,,,28,new_estab_2019
89a8a061ea3ffff,16985098000113,,,,4,new_estab_2019
89a8a061ea3ffff,17131933000110,,,,17,new_estab_2019
89a8a061ea3ffff,19233408000131,,,,1,new_estab_2019
89a8a061ea3ffff,19331732000192,,,,5,new_estab_2019
89a8a061ea3ffff,20702154004715,,,,7,new_estab_2019
89a8a061ea3ffff,21435484000686,,,,4,new_estab_2019
89a8a061ea3ffff,21959576000150,,,,7,cep_changed_2019
89a8a061ea3ffff,22475464001320,,,,7,new_estab_2019
89a8a061ea3ffff,22503623000381,,,,4,new_estab_2019
89a8a061ea3ffff,22599289000492,,,,6,new_estab_2019
89a8a061ea3ffff,22782440000261,,,,2,new_estab_2019
89a8a061ea3ffff,23058703000176,,,,74,cep_changed_2019
89a8a061ea3ffff,23182788000108,,,,1,new_estab_2019
89a8a061ea3ffff,23892968000175,,,,9,cep_changed_2019
89a8a061ea3ffff,24302158000184,,,,47,new_estab_2019
89a8a061ea3ffff,24575331000207,,,,1,new_estab_2019
89a8a061ea3ffff,24979935000120,,,,2,new_estab_2019
89a8a061ea3ffff,25048252000111,,,,55,new_estab_2019
89a8a061ea3ffff,25269221000271,,,,9,new_estab_2019
89a8a061ea3ffff,25403108000156,3,rais_2017,OFF GRAFICA RIO EIRELI,6,rais_2017
89a8a061ea3ffff,26117255001790,,,,8,new_estab_2019
89a8a061ea3ffff,26294120000132,,,,1,cep_changed_2019
89a8a061ea3ffff,26495839000131,,,,30,cep_changed_2019
89a8a061ea3ffff,27505946000670,,,,12,new_estab_2019
89a8a061ea3ffff,27574364000131,,,,1,new_estab_2019
89a8a061ea3ffff,28660817000105,1,rais_2017,DROGARIA E PERFUMARIA FARMAECONOMIA LTDA ME,2,rais_2017
89a8a061ea3ffff,28927497000107,,,,17,cep_changed_2019
89a8a061ea3ffff,29303758000180,,,,3,cep_changed_2019
89a8a061ea3ffff,29328809000129,,,,2,new_estab_2019
89a8a061ea3ffff,29786323000134,,,,1,new_estab_2019
89a8a061ea3ffff,30121584000114,,,,11,new_estab_2019
89a8a061ea3ffff,30392905000115,,,,1,new_estab_2019
89a8a061ea3ffff,30880115000189,,,,3,new_estab_2019
89a8a061ea3ffff,31136155000183,,,,1,new_estab_2019
89a8a061ea3ffff,31178315000319,,,,3,new_estab_2019
89a8a061ea3ffff,31250836000178,,,,13,new_estab_2019
89a8a061ea3ffff,31317314000146,,,,1,new_estab_2019
89a8a061ea3ffff,31369814000121,,,,7,cep_changed_2019
89a8a061ea3ffff,31416540000184,,,,2,new_estab_2019
89a8a061ea3ffff,31575186003156,,,,4,new_estab_2019
89a8a061ea3ffff,31776132000214,,,,4,new_estab_2019
89a8a061ea3ffff,31819070000108,,,,5,new_estab_2019
89a8a061ea3ffff,31869091000120,,,,1,new_estab_2019
89a8a061ea3ffff,31871579000191,,,,15,new_estab_2019
89a8a061ea3ffff,31900261000191,,,,6,new_estab_2019
89a8a061ea3ffff,31901658000106,,,,2,new_estab_2019
89a8a061ea3ffff,32105754000100,,,,10,new_estab_2019
89a8a061ea3ffff,32180304000255,,,,4,new_estab_2019
89a8a061ea3ffff,32278151001093,,,,21,new_estab_2019
89a8a061ea3ffff,32336524000144,,,,3,new_estab_2019
89a8a061ea3ffff,32527987000193,,,,30,new_estab_2019
89a8a061ea3ffff,32610717000141,,,,1,new_estab_2019
89a8a061ea3ffff,32683474000171,,,,8,new_estab_2019
89a8a061ea3ffff,32697896000287,,,,1,new_estab_2019
89a8a061ea3ffff,32730047000105,,,,17,new_estab_2019
89a8a061ea3ffff,32775758000198,,,,4,new_estab_2019
89a8a061ea3ffff,32995829000168,,,,1,new_estab_2019
89a8a061ea3ffff,33041260086700,,,,50,cep_changed_2019
89a8a061ea3ffff,33072400,,,,19,inep
89a8a061ea3ffff,33362472000143,,,,5,new_estab_2019
89a8a061ea3ffff,33374267000106,,,,5,new_estab_2019
89a8a061ea3ffff,33392509000267,,,,3,new_estab_2019
89a8a061ea3ffff,33470319000210,,,,2,new_estab_2019
89a8a061ea3ffff,33487429000104,,,,1,new_estab_2019
89a8a061ea3ffff,33493585000188,,,,20,new_estab_2019
89a8a061ea3ffff,33493839000168,,,,9,new_estab_2019
89a8a061ea3ffff,33574355000143,,,,5,new_estab_2019
89a8a061ea3ffff,33576763000134,,,,5,new_estab_2019
89a8a061ea3ffff,33613541000144,,,,3,new_estab_2019
89a8a061ea3ffff,33761654000197,,,,12,new_estab_2019
89a8a061ea3ffff,33790201000199,,,,4,new_estab_2019
89a8a061ea3ffff,33866205000103,,,,3,new_estab_2019
89a8a061ea3ffff,34195088000166,,,,5,new_estab_2019
89a8a061ea3ffff,34251341000151,,,,1,new_estab_2019
89a8a061ea3ffff,34266520000162,,,,16,new_estab_2019
89a8a061ea3ffff,34281990000103,,,,9,new_estab_2019
89a8a061ea3ffff,34352776000192,,,,1,new_estab_2019
89a8a061ea3ffff,34383557000170,,,,59,new_estab_2019
89a8a061ea3ffff,34396925000115,,,,1,new_estab_2019
89a8a061ea3ffff,34594921000141,,,,6,new_estab_2019
89a8a061ea3ffff,34600364000205,,,,1,new_estab_2019
89a8a061ea3ffff,34640724000111,,,,1,new_estab_2019
89a8a061ea3ffff,34787181000240,,,,1,new_estab_2019
89a8a061ea3ffff,34897896000175,,,,1,new_estab_2019
89a8a061ea3ffff,34992744000151,,,,34,new_estab_2019
89a8a061ea3ffff,35015110000101,,,,5,new_estab_2019
89a8a061ea3ffff,35068499000153,,,,1,new_estab_2019
89a8a061ea3ffff,35186601000115,,,,6,new_estab_2019
89a8a061ea3ffff,35286614000166,,,,1,new_estab_2019
89a8a061ea3ffff,35299009000120,,,,7,new_estab_2019
89a8a061ea3ffff,35515137000163,,,,14,new_estab_2019
89a8a061ea3ffff,36202034000106,,,,26,cep_changed_2019
89a8a061ea3ffff,39110879000160,,,,995,new_estab_2019
89a8a061ea3ffff,42591651130861,,,,85,cep_changed_2019
89a8a061ea3ffff,42591651150544,,,,58,cep_changed_2019
89a8a061ea3ffff,56681513002880,,,,42,cep_changed_2019
89a8a061ea3ffff,60840055025398,,,,658,new_estab_2019
89a8a061ea3ffff,61486650056138,,,,83,cep_changed_2019
